Study_Hours,Attendance_Pct,Sleep_Hours,Previous_Score,Extracurricular,Final_Score
5.5,71.6,7.8,70.4,1,85.3
0.1,69.0,7.3,45.5,1,50.3
7.6,95.8,4.8,48.8,0,88.4
0.4,62.6,6.3,86.2,0,60.1
7.5,92.2,4.6,33.1,1,78.4
2.0,74.2,7.7,99.4,1,67.8
9.6,75.7,6.7,39.1,0,82.3
3.7,65.4,8.7,85.7,1,76.1
3.3,78.7,5.3,57.6,0,68.5
1.5,66.3,5.0,64.5,0,60.9
3.1,52.0,6.4,91.6,1,64.2
8.8,63.6,9.6,58.9,1,90.7
10.0,50.3,8.3,67.6,1,90.3
3.7,98.9,6.5,33.5,1,75.4
4.5,98.3,7.1,30.2,0,72.8
7.2,69.8,4.5,47.1,1,66.0
8.9,86.4,9.9,77.6,1,100.0
5.9,67.3,8.0,38.5,1,66.8
3.9,83.6,5.7,38.0,0,62.7
4.1,90.3,7.5,58.8,1,81.4
7.0,97.3,4.7,75.3,1,91.0
0.0,70.0,9.8,79.8,0,66.4
6.2,89.2,5.0,42.5,0,75.0
3.6,63.3,7.9,35.6,0,52.6
7.9,99.5,5.5,95.8,0,87.2
0.9,51.3,8.3,48.2,0,48.8
5.9,80.2,8.7,89.7,1,88.7
4.8,83.0,8.0,90.4,0,79.1
6.4,84.4,7.7,84.1,0,80.3
0.6,56.0,9.4,41.8,0,45.9
5.8,96.9,4.5,87.5,0,84.5
5.6,59.1,6.0,83.8,0,75.4
5.6,81.1,5.5,71.8,0,77.5
6.0,61.1,9.9,53.6,0,79.7
6.8,65.4,6.3,48.4,0,66.5
8.0,77.3,8.4,38.5,1,86.5
2.7,70.9,8.1,65.7,1,68.5
8.3,58.0,5.3,71.0,1,83.1
5.0,58.5,5.4,55.2,0,60.6
0.8,70.9,5.7,63.3,0,58.7
0.6,87.9,6.5,55.4,0,60.0
3.3,94.9,5.4,74.9,1,74.5
7.8,54.2,4.1,93.1,0,78.3
7.1,69.7,9.3,41.5,0,75.0
7.9,55.0,9.8,56.7,0,80.2
5.2,50.8,6.0,39.9,1,55.7
4.4,83.1,6.0,73.7,1,77.4
1.5,80.1,4.0,81.0,0,63.6
3.3,58.2,8.1,95.2,1,73.4
4.3,61.7,9.0,49.5,0,70.5
0.9,51.2,4.9,96.5,0,58.1
2.2,91.7,5.0,34.4,1,61.3
6.0,98.7,8.7,72.2,1,93.0
7.4,56.8,7.7,34.0,1,72.3
10.0,61.6,4.3,92.6,1,93.2
9.3,93.4,7.7,67.1,0,88.9
6.4,96.3,5.9,76.9,0,85.5
4.2,71.0,6.2,88.2,1,70.5
6.4,52.5,8.6,40.5,1,74.3
7.9,52.0,8.9,32.7,0,69.4
1.2,78.7,6.4,91.5,0,65.9
4.1,69.6,9.7,52.0,0,72.3
8.4,51.4,6.4,39.0,0,71.0
3.8,79.2,8.6,62.8,1,70.8
5.7,50.6,6.9,71.9,1,71.3
5.9,89.4,9.4,32.2,1,78.1
1.8,65.3,9.4,49.2,0,51.3
3.6,52.0,4.5,32.3,0,45.5
3.3,79.4,9.6,59.4,1,73.6
0.3,69.9,9.0,92.7,1,67.0
0.2,98.7,8.7,98.8,1,72.8
8.3,77.2,5.2,74.6,0,89.7
2.7,63.8,8.8,41.3,1,60.5
5.2,85.5,9.1,93.4,0,87.7
3.0,63.6,5.7,66.1,1,64.9
9.4,95.2,9.7,40.8,1,93.4
2.6,68.7,4.3,94.5,1,70.5
4.3,77.5,4.9,83.0,0,71.3
8.7,52.5,7.2,81.2,0,79.0
8.4,71.3,7.5,79.6,0,90.3
1.9,91.6,7.9,44.0,0,69.9
8.0,90.3,4.1,44.8,0,82.4
4.6,61.2,9.8,78.2,0,77.8
4.8,61.3,4.3,45.4,1,59.5
1.3,90.9,4.9,60.7,0,55.0
0.8,96.5,4.1,84.7,1,75.4
7.3,54.8,7.4,84.9,0,87.7
5.0,72.5,9.6,61.7,1,84.2
4.4,66.9,8.0,85.5,1,76.2
7.3,93.5,8.9,88.7,0,91.7
7.7,54.2,4.1,75.8,1,72.1
1.6,60.6,7.3,46.0,0,44.9
6.1,87.6,6.8,49.2,0,76.5
1.4,52.6,7.0,52.0,0,55.6
7.5,74.6,4.4,38.2,0,70.5
6.6,72.1,8.1,49.1,1,79.4
9.6,66.7,7.0,44.7,0,86.5
0.7,69.7,8.6,61.9,1,59.1
0.6,76.5,6.9,93.6,1,76.2
2.8,58.1,4.9,37.3,1,60.3
